timestamp,open,high,low,close,volume,quote_asset_volume,n_trades,taker_buy_base_volume,taker_buy_quote_volume
1707169500000.0,42484.9,42515.8,42360.0,42392.0,941.471,39937068.0537,11832.0,271.975,11542122.8566
1707169800000.0,42392.0,42395.6,42350.0,42393.8,417.356,17684612.1921,6492.0,175.919,7454474.6608
1707170100000.0,42393.8,42393.8,42368.5,42368.5,232.668,9860652.9817,4174.0,86.108,3649489.2483
1707170400000.0,42368.5,42392.7,42311.2,42392.6,1108.826,46945545.93425,15292.0,440.388,18648125.2058
1707170700000.0,42392.7,42475.0,42392.7,42456.5,837.429,35543981.89561,10929.0,580.221,24628372.65901
1707171000000.0,42456.5,42487.0,42439.4,42479.7,292.055,12401328.5483,4618.0,181.229,7695465.8638
1707171300000.0,42479.8,42503.9,42440.5,42443.8,370.084,15717200.2309,6370.0,193.885,8234847.9778
1707171600000.0,42443.7,42445.7,42400.4,42406.9,462.501,19620428.5692,6752.0,106.906,4535695.9901
1707171900000.0,42406.8,42416.8,42396.6,42410.0,195.785,8302919.2229,4353.0,83.334,3534046.219
1707172200000.0,42410.1,42448.1,42367.1,42446.0,364.254,15444637.4211,8165.0,193.631,8210907.0692
1707172500000.0,42446.0,42462.9,42417.6,42418.4,282.932,12007742.4496,4748.0,175.162,7434778.8069
1707172800000.0,42418.4,42423.9,42415.8,42422.6,142.988,6065377.1572,2802.0,77.529,3288673.4694
1707173100000.0,42422.7,42444.4,42422.0,42444.3,162.634,6900596.2987,3662.0,121.718,5164547.0011
1707173400000.0,42444.4,42517.1,42444.3,42474.8,430.985,18310516.0042,6914.0,264.644,11243274.4481
1707173700000.0,42474.8,42493.1,42474.7,42480.9,196.251,8338057.4375,3197.0,96.958,4119389.8033
1707174000000.0,42481.0,42484.2,42441.2,42476.2,442.827,18804117.2118,6376.0,263.077,11170853.604
1707174300000.0,42476.1,42508.9,42466.0,42483.6,520.354,22109562.1786,6511.0,312.49,13277384.9355
1707174600000.0,42483.6,42494.9,42470.6,42474.1,229.648,9756251.7185,3681.0,100.654,4276232.2021
1707174900000.0,42474.1,42548.4,42465.6,42544.5,621.047,26410361.3302,8252.0,364.137,15483774.4177
1707175200000.0,42544.4,42655.9,42544.4,42609.9,1560.659,66496219.40549,17462.0,956.531,40754109.91499
1707175500000.0,42609.8,42642.2,42609.8,42616.2,895.384,38164406.368,8865.0,262.109,11171621.9014
1707175800000.0,42616.2,42666.0,42600.0,42650.9,515.298,21973375.8491,7588.0,290.107,12371021.2802
1707176100000.0,42650.9,42694.1,42650.9,42685.6,454.301,19388528.28486,6095.0,273.079,11654282.96506
1707176400000.0,42685.5,42690.8,42662.1,42675.7,308.427,13162922.9117,4384.0,141.65,6045171.9136
1707176700000.0,42675.6,42688.7,42675.6,42684.9,269.791,11515228.9571,3468.0,135.879,5799572.3829
1707177000000.0,42684.9,42713.0,42677.1,42701.9,534.153,22808909.0152,6761.0,339.794,14510007.3979
1707177300000.0,42701.9,42702.0,42684.2,42692.9,202.45,8643409.441,3616.0,63.967,2730944.3687
1707177600000.0,42692.9,42697.1,42675.5,42688.0,506.288,21612863.3791,7697.0,217.645,9291082.043
